,carpeta_numero,nombre_imagen,prediccion
124,2547493050563474613,"[['2021-04-08_18-00-58_UTC_2.jpg'], ['2547493050563474613_1.jpg']]","[['Jeans'], ['Jacket']]"
125,2551139457866400606,[['2551139457866400606.jpg']],[['Skirt']]
126,2575759907363774313,"[['2021-05-17_18-02-10_UTC_2.jpg'], ['2575759907363774313_1.jpg']]","[['Jacket'], ['Blouse']]"
127,2602589662327153794,[['2602589662327153794.jpg']],[['Shorts']]
128,2620724557025531793,"[['2021-07-18_18-58-54_UTC_2.jpg'], ['2620724557025531793_1.jpg']]","[['Dress'], ['Dress']]"
129,2674347458220724876,"[['2021-09-30_18-38-02_UTC_2.jpg'], ['2674347458220724876_1.jpg']]","[['Dress'], ['Tee']]"
130,2692592279552976863,"[['2021-10-25_22-47-14_UTC_4.jpg'], ['2692592279552976863_1.jpg'], ['2692592279552976863_2.jpg'], ['2692592279552976863_3.jpg']]","[['Blouse'], ['Dress'], ['Dress'], ['Dress']]"
131,2805538080872172971,"[['2022-03-30_18-50-23_UTC_3.jpg'], ['2805538080872172971_1.jpg'], ['2805538080872172971_2.jpg']]","[['Blouse'], ['Tee'], ['Tee']]"
132,2853483936035958376,"[['2853483936035958376_1.jpg'], ['2853483936035958376_2.jpg'], ['2853483936035958376_3.jpg']]","[['Dress'], ['Skirt'], ['Tee']]"
133,2861373449892147172,[['2861373449892147172.jpg']],[['Skirt']]
134,2870083982034558852,"[['2022-06-27_20-11-34_UTC_2.jpg'], ['2870083982034558852_1.jpg']]","[['Jeans'], ['Jacket']]"
135,2900446865503289024,[['2900446865503289024.jpg']],[['Jacket']]
136,2975844139415541223,"[['2022-11-20_18-18-07_UTC_3.jpg'], ['2975844139415541223_1.jpg'], ['2975844139415541223_2.jpg']]","[['Sweater'], ['Skirt'], ['Jeans']]"
137,2976619621302890920,"[['2022-11-21_19-58-52_UTC_4.jpg'], ['2976619621302890920_1.jpg'], ['2976619621302890920_2.jpg'], ['2976619621302890920_3.jpg']]","[['Tee'], ['Tee'], ['Tee'], ['Dress']]"
138,2985316565021852466,"[['2022-12-03_19-58-08_UTC_2.jpg'], ['2985316565021852466_1.jpg']]","[['Tee'], ['Tee']]"
139,3007064198866077136,"[['2023-01-02_20-06-48_UTC_3.jpg'], ['3007064198866077136_1.jpg'], ['3007064198866077136_2.jpg']]","[['Tee'], ['Dress'], ['Tee']]"
140,3054934164105549692,"[['2023-03-09_21-15-53_UTC_4.jpg'], ['3054934164105549692_1.jpg'], ['3054934164105549692_2.jpg'], ['3054934164105549692_3.jpg']]","[['Sweater'], ['Jacket'], ['Tee'], ['Shorts']]"
141,3131013378177818860,"[['2023-06-22_20-31-42_UTC_6.jpg'], ['3131013378177818860_1.jpg'], ['3131013378177818860_2.jpg'], ['3131013378177818860_3.jpg'], ['3131013378177818860_4.jpg'], ['3131013378177818860_5.jpg']]","[['Shorts'], ['Sweater'], ['Dress'], ['Blouse'], ['Skirt'], ['Sweater']]"
